Vehicle Type,Fuel Type,Distance(Km),Cargo_Wt.,Engine Size,Age of Vehicle,Mileage,Speed,Acceleration,Road Type,Traffic Conditions,Temperature,Humidity,Wind Speed,Air Pressure,CO2 Emissions,NOx Emissions,PM2.5 Emissions,VOC Emissions,SO2 Emissions,Emission Level
Motorcycle,Electric,499,1329,2.705599981,13,106680,10.71834254,1.321772113,Highway,Free flow,17.33667183,16.07150202,13.11338576,1022.835125,167.2041501,0.347667516,0.14111806,0.069174291,0.091853755,Medium
Car,Diesel,528,1447,2.860097996,8,52299,103.1391948,4.64684045,City,Moderate,16.65947914,99.01778479,7.95450931,1011.421434,247.8039352,1.47695629,0.19343604,0.059871529,0.092799238,Medium
Motorcycle,Petrol,555,204,4.416429475,19,68446,37.33880601,3.288178114,Rural,Heavy,25.66320313,88.21014237,19.57951833,986.6823399,299.5940278,0.775832932,0.011409776,0.015432979,0.088397154,Medium
Motorcycle,Electric,691,798,2.820502127,26,214862,0.174037991,0.571537769,Highway,Moderate,33.96056354,70.71287447,19.46522843,992.2600427,360.7919852,1.829833686,0.132811936,0.021848593,0.04945072,High
Truck,Petrol,577,1654,3.133206838,20,61516,28.09909741,0.717926351,Highway,Heavy,20.85022778,15.09832535,15.38490626,1014.712399,361.3448837,0.181485337,0.104922333,0.035838705,0.094290137,High
Truck,Diesel,893,755,2.035229481,9,125223,10.74007691,1.361837164,Rural,Heavy,11.26999269,24.05491499,4.233843359,967.2871333,102.4923206,1.880920453,0.084906357,0.019183702,0.067340874,Low
Truck,Petrol,764,1338,2.740909316,21,167188,11.08618884,2.969978439,City,Free flow,-4.405532851,18.01822041,17.60393658,1032.781462,325.3179046,0.267159235,0.049748483,0.043288386,0.084729159,High
Bus,Hybrid,402,1773,1.981802062,28,83521,83.1402881,3.76412735,Highway,Moderate,29.46046529,63.0954855,2.018397671,1043.867022,125.5409179,0.168687167,0.033566325,0.070326473,0.036919238,Low
Motorcycle,Electric,904,1124,1.180618804,8,71366,25.67716028,1.372482217,Highway,Heavy,-3.585325376,39.88688877,12.59789651,959.7988606,370.1156914,1.205413055,0.184973765,0.075994177,0.055001605,High
Car,Diesel,113,1639,3.937932686,28,175369,112.1690836,4.353210187,Highway,Moderate,26.31829306,4.77791362,9.144302831,952.2455681,489.4612695,1.260057388,0.015781474,0.043021658,0.020573249,High
Car,Petrol,475,1158,4.274706552,4,40888,61.97334559,0.545900894,City,Free flow,16.39624729,29.12923027,0.784313461,964.2700175,396.9049218,0.475532968,0.099278576,0.089401296,0.023877182,High
Truck,Electric,1000,613,4.021349799,7,202088,55.21179095,1.03799584,Highway,Free flow,9.291796238,86.06532261,18.0781402,1025.990261,362.6308061,1.764376918,0.048917036,0.088705654,0.082652288,High
Car,Hybrid,375,1747,3.210169028,10,206051,52.11402219,4.852324606,Rural,Moderate,20.64931931,79.60423334,19.22185689,960.7826559,84.86808309,1.623849952,0.037984382,0.022910691,0.094953986,Low
Bus,Diesel,808,615,2.774886057,0,185406,83.11051676,0.673724318,City,Free flow,28.6178043,64.3011804,18.1478907,987.2249556,133.0848647,0.63689916,0.076993983,0.070645617,0.057490085,Low
Motorcycle,Diesel,824,277,5.289334978,20,98474,54.2715315,4.440556539,Highway,Moderate,37.05698092,8.554351419,3.849335967,956.3123616,209.8582701,0.941842922,0.070061348,0.034073325,0.053721555,Medium
Car,Electric,121,1746,3.499225283,9,129986,15.43204275,3.519675377,Highway,Heavy,3.234844142,88.27908191,6.659638025,993.2557169,470.0649321,1.588298365,0.097735278,0.063444823,0.094797962,High
Car,Petrol,660,1587,3.291745764,0,68345,105.6206617,0.365435453,City,Heavy,37.35650801,53.45178087,19.11465888,1010.385907,198.9012609,1.683387542,0.103696887,0.043846382,0.084808978,Medium
Truck,Electric,399,1518,0.933338742,25,122617,51.40744187,2.418534144,Rural,Heavy,38.0474023,49.457601,2.128478882,1012.85096,416.197279,1.612912549,0.105827412,0.061151963,0.026442425,High
Truck,Electric,275,542,2.574488704,29,158002,8.880549084,2.594896766,City,Free flow,30.68152572,93.4063577,11.66609487,1001.891535,96.68809836,0.60905194,0.035064036,0.066520654,0.013765714,Low
Truck,Diesel,979,1204,2.777017218,21,59117,63.5239185,4.660698157,Rural,Heavy,34.07185875,0.884402693,9.710449712,1043.810791,347.9010006,1.554104284,0.042437711,0.02358007,0.095517587,High
Bus,Petrol,859,579,2.873878461,6,285239,77.68162301,2.105522965,City,Heavy,24.62137569,55.58972068,3.037972608,1003.113653,400.5989868,1.301946526,0.071590759,0.055253409,0.058632429,High
Motorcycle,Hybrid,540,1257,3.81689632,27,208554,33.0698957,2.233818077,Highway,Heavy,-8.045139003,79.12443912,17.73154986,1035.923802,294.3148016,1.099847741,0.025351867,0.024785229,0.068174142,Medium
Car,Petrol,166,267,3.574733243,13,3991,96.04084892,0.562418774,Rural,Heavy,18.75392724,6.369047466,2.683088595,1049.302574,395.0806643,1.930809189,0.168328411,0.026241456,0.057780833,High
Motorcycle,Petrol,914,1416,3.961106483,4,23519,80.37310152,3.195862817,Highway,Free flow,27.36022815,35.71720674,11.85413922,972.9745398,375.6493504,1.23626136,0.028559893,0.077046223,0.076476292,High
Car,Hybrid,123,209,4.77739296,16,288801,78.04094031,1.054484879,Highway,Heavy,37.08515674,97.74851845,6.363617647,976.5535417,264.6413302,1.750601925,0.053383324,0.092242193,0.090779019,Medium
Truck,Diesel,231,959,5.027525841,21,262970,50.49899434,0.387666291,City,Heavy,18.52259235,21.17860517,8.359622804,1002.186953,439.483582,1.529442465,0.131078583,0.049713078,0.099440697,High
Bus,Electric,434,233,4.534239996,25,173697,115.4298362,4.984595,City,Heavy,29.71003391,53.11794334,4.227192285,968.2378383,203.7331933,0.185659976,0.186759847,0.078067547,0.042727739,Medium
Bus,Petrol,486,1413,5.768723219,20,17801,32.90270015,1.34814814,Highway,Heavy,25.25193588,74.6069026,12.49338131,1006.412507,241.4340083,0.607170946,0.035594636,0.061814243,0.056754309,Medium
Bus,Hybrid,345,1673,0.89480943,5,39566,69.32466012,0.705265826,Highway,Heavy,4.040144427,39.03738525,19.7735497,1018.438991,292.9374571,1.257407858,0.093423727,0.088914119,0.089515799,Medium
Car,Hybrid,818,1874,1.818045526,15,154229,37.0866189,3.497451873,City,Heavy,-2.263596242,40.78732467,16.67086195,956.0397549,108.814395,0.932761815,0.066449389,0.093766348,0.049210695,Low
Truck,Electric,794,604,0.83932695,10,159435,89.37657036,4.10841078,Rural,Free flow,27.54526643,6.32683521,13.66411713,1018.13949,281.8929563,1.915438321,0.101216613,0.085246244,0.042309197,Medium
Car,Hybrid,517,1592,4.166868514,9,189009,5.734978064,0.320387466,Rural,Moderate,1.688418059,19.00933484,15.12762561,965.9466859,195.8522259,1.208874286,0.093254927,0.093092276,0.097204761,Medium
Truck,Electric,701,251,5.469758855,14,17421,5.507264145,0.526966537,City,Heavy,2.234577732,88.06092255,16.78573357,979.9318608,165.499499,1.865260325,0.11974683,0.032488198,0.075872772,Medium
Bus,Petrol,250,1663,2.066107942,6,256080,97.30331634,0.450869118,City,Free flow,22.19731194,81.83176404,9.450941901,1023.880982,309.5757446,0.491189862,0.018119664,0.036025237,0.055629549,High
Truck,Hybrid,550,842,5.620579633,22,257230,52.11217933,0.234796517,City,Heavy,29.4534232,30.46385223,11.34088412,966.3589996,198.3213411,1.805746838,0.167518868,0.062806129,0.081632338,Medium
Bus,Hybrid,721,1784,1.11339043,1,78027,40.94160655,3.297282393,Rural,Heavy,19.11660464,38.1711299,17.90965511,1003.168305,434.9784653,1.120569128,0.01628453,0.082045576,0.038709582,High
Motorcycle,Hybrid,80,1382,5.659067339,11,7546,72.90322346,2.941565949,City,Heavy,34.24915769,44.04104236,13.91894668,1008.917531,234.4907075,0.506743888,0.118763536,0.017660133,0.063029404,Medium
Car,Petrol,299,1808,2.628437974,18,177695,84.22792126,3.314033283,Highway,Heavy,0.572163463,34.59436283,2.720464108,966.4357873,235.8669284,0.841434032,0.164678541,0.038883955,0.073966044,Medium
Truck,Electric,313,1225,1.327388308,11,278550,24.14416162,2.528335816,Highway,Moderate,2.620721477,65.39117042,15.59071521,977.4781446,491.8739518,1.940774549,0.031904391,0.039251691,0.074435921,High
Truck,Electric,851,1108,3.326533148,15,271969,22.25174897,4.087538427,Rural,Free flow,21.84777521,1.282843087,0.454126338,1010.646392,203.6871339,1.923010615,0.139537468,0.088185101,0.027621753,Medium
Car,Electric,828,1986,2.135238152,5,241569,114.9780897,2.733341512,City,Free flow,31.46840923,88.01680559,16.95053987,996.1198508,109.1686774,0.141760494,0.049971651,0.077050595,0.099526225,Low
Truck,Hybrid,969,1066,2.28133909,2,296317,70.75971677,4.593734674,Rural,Heavy,16.96759008,30.06490936,15.76598645,1015.998133,444.4624721,0.684077887,0.047753403,0.06856318,0.077856663,High
Car,Electric,134,1961,2.397907818,1,261536,46.81397728,2.428242663,City,Free flow,-9.480921335,87.23734618,16.61491971,1035.471688,462.6492591,1.808736584,0.018469421,0.026771557,0.076871269,High
Truck,Electric,320,943,4.975734669,19,296518,96.17300336,3.953293306,City,Heavy,23.84715646,45.43858176,0.471850921,963.5034024,151.9025158,0.161786999,0.079974502,0.057160223,0.062729939,Medium
Car,Hybrid,937,708,3.603638639,4,172483,63.01907505,2.036801768,Rural,Heavy,30.67912165,77.63309917,19.44897668,957.0632714,446.9346716,1.918177602,0.179604778,0.010829638,0.040853388,High
Motorcycle,Hybrid,587,1577,2.418800036,10,270460,28.99953724,2.176119474,City,Moderate,3.827181395,82.57798389,12.28264055,1016.672657,272.5505759,0.83716464,0.143828502,0.028659153,0.053977867,Medium
Motorcycle,Electric,585,958,3.973735673,25,272700,24.80823668,4.244960226,City,Heavy,-7.290088556,30.12888236,16.00096786,1027.064365,69.54424115,0.318138786,0.118044237,0.082176471,0.04832652,Low
Motorcycle,Petrol,951,1185,4.523983506,24,104554,47.62311194,0.538299177,City,Free flow,15.89759891,64.03248091,11.33118207,994.9306989,296.9739651,0.672172193,0.165532138,0.068952567,0.020309548,Medium
Truck,Hybrid,750,962,2.217644804,2,231059,103.1875032,2.824588775,City,Moderate,-7.892238982,60.7413976,6.794986323,989.390947,431.9478706,1.635509042,0.168760989,0.059243036,0.093228799,High
Car,Hybrid,749,742,2.950455328,2,44494,7.373749925,3.631682339,Highway,Moderate,10.8008372,47.60141019,5.922967347,1009.677186,228.492253,1.997035978,0.122774314,0.085893169,0.055688172,Medium
Bus,Petrol,835,831,1.433807685,21,32481,26.22312009,3.752103077,Rural,Heavy,-9.109107776,46.95686769,1.39867915,1005.145395,297.9500215,0.354238413,0.068965492,0.049761744,0.013880541,Medium
Bus,Diesel,703,903,1.741976618,4,28401,107.1782183,2.957467636,Rural,Heavy,1.248336145,30.52032703,10.85029887,999.0170691,113.2764373,1.311370036,0.177304794,0.035211725,0.047752457,Low
Car,Electric,697,213,4.341812841,21,40431,14.60814828,2.240322421,Rural,Heavy,9.441122594,31.01905116,2.871783104,1031.870513,428.9886333,1.858087603,0.076472586,0.085478582,0.047852575,High
Motorcycle,Electric,856,1733,1.743479408,22,123311,75.55508619,1.303912219,City,Heavy,-4.414705513,54.81516083,11.35034769,967.350046,98.10061163,1.809452301,0.042890982,0.03726413,0.017796143,Low
Bus,Hybrid,79,1953,3.530849595,10,248482,25.62136417,4.547131177,Highway,Free flow,-4.292204801,3.227061799,12.49832444,1018.120891,92.49306417,0.828380717,0.116272407,0.087027484,0.027624798,Low
Truck,Electric,846,1690,4.487040561,2,120327,72.7040217,1.848939738,Rural,Free flow,31.35308702,93.3664382,8.841613959,1024.133974,470.1012698,1.744970677,0.026041836,0.069687629,0.016998897,High
Bus,Diesel,465,1984,1.35576,12,209754,45.97250002,3.994960443,Highway,Free flow,-7.928806662,64.9979323,3.126496806,1040.130201,443.0628138,0.464016522,0.050092484,0.066829089,0.024427887,High
Bus,Electric,278,1229,3.750023542,20,239198,12.20122757,0.158328065,City,Heavy,24.44831243,44.34435398,8.654147534,1044.51002,308.6936684,1.301032061,0.171033275,0.017176944,0.020303271,High
Bus,Diesel,840,1427,2.134126475,7,40149,69.89700811,1.160846073,Rural,Free flow,30.72410247,6.180600213,17.57343948,1000.786563,97.76925792,1.236199663,0.089294135,0.052966833,0.091211963,Low
Bus,Petrol,497,608,5.807219751,19,12863,81.96512965,1.727923964,City,Moderate,-3.463882293,63.00125101,9.160955854,993.3640016,295.6937557,1.587480556,0.102828737,0.043602189,0.079839049,Medium
Truck,Petrol,630,1578,3.314437363,9,160636,81.63271428,3.357870317,City,Moderate,-0.231463274,1.774266274,6.854589163,1000.390856,464.2441941,0.535092604,0.112361493,0.093445154,0.088557932,High
Car,Hybrid,832,1167,4.991161259,1,220696,76.44412909,1.596654036,City,Moderate,22.07466508,67.98671951,12.59527917,1023.257926,325.559703,1.294817745,0.103662984,0.011121799,0.022469293,High
Truck,Electric,887,1016,3.661178019,3,22499,60.02697371,0.206819004,Highway,Moderate,5.782330637,7.252444752,12.37724532,951.7171369,139.207158,1.259807368,0.051404222,0.064271687,0.070236171,Low
Car,Hybrid,630,791,1.025745171,17,238691,62.33671402,0.86933758,Rural,Free flow,13.82115356,65.61021898,1.812329962,967.4143935,457.6238335,0.260025064,0.184054268,0.047089955,0.091154877,High
Motorcycle,Petrol,130,1906,4.092387153,18,257128,76.27681318,1.295826762,City,Heavy,31.80013541,40.58877664,4.729811368,1040.766632,439.4553179,0.728124746,0.139041775,0.082438242,0.095799099,High
Motorcycle,Diesel,53,1760,5.747297379,3,32132,82.83112341,0.8802374,City,Moderate,-3.100841431,66.26284948,9.888093946,969.543468,295.9643404,0.49413229,0.133701288,0.085085793,0.015249974,Medium
Bus,Electric,532,1403,3.928381465,19,126272,78.58520866,1.018622801,Rural,Heavy,20.9826261,13.84973256,7.326621456,972.8483358,433.5094754,1.999224758,0.1689676,0.051774043,0.044119306,High
Bus,Diesel,958,1458,5.059782069,25,135605,70.43346779,3.844784703,Rural,Free flow,37.11988611,11.73829092,6.399138231,1043.946434,75.36295001,1.982139466,0.138555844,0.024374356,0.042710719,Low
Car,Electric,864,1394,5.397873609,8,214034,18.70067818,2.06016822,City,Moderate,-7.126668516,24.7424041,8.914274127,979.4280324,257.5315581,0.579621385,0.033008672,0.028399361,0.026837983,Medium
Car,Hybrid,552,898,1.986014814,15,261085,25.27398462,2.025896223,City,Free flow,-6.999661751,41.15113182,5.806281828,979.0442741,130.1401066,1.636189434,0.074504248,0.07515551,0.02389244,Low
Car,Electric,718,1266,1.902633168,25,10633,31.22688252,4.833031683,Highway,Free flow,17.73711863,25.30309519,6.949434083,1042.370884,426.8934476,1.651279181,0.080984948,0.084071336,0.043389521,High
Bus,Petrol,288,625,3.977101142,5,181607,110.3593989,2.23350919,Highway,Free flow,38.0037898,8.201538438,15.47259586,987.5081994,487.0360623,1.878216547,0.137708084,0.042992085,0.074062464,High
Motorcycle,Hybrid,63,1103,2.937348043,24,266140,91.12741102,4.638290663,City,Heavy,1.023682118,32.50280983,10.2046198,999.3942019,468.8146942,0.345425534,0.143980697,0.042963075,0.07575852,High
Motorcycle,Hybrid,649,1909,5.167278775,3,131086,66.34401834,1.495315491,Highway,Moderate,6.539598486,70.57609001,17.45711789,1006.040734,276.5068034,1.368432472,0.115726058,0.025109631,0.061951828,Medium
Truck,Diesel,529,1836,5.480120242,8,263818,30.24683143,2.0031313,Highway,Free flow,-5.067601273,58.30861042,18.97120514,1036.828248,279.948742,0.491182985,0.085971495,0.069166143,0.080732275,Medium
Truck,Electric,193,1934,2.637791172,26,57251,13.30698279,1.98141678,Highway,Moderate,8.112361522,96.3324555,18.44154602,957.7571428,458.7028968,1.349552877,0.176488778,0.020826262,0.073343448,High
Truck,Diesel,639,1702,2.031726907,12,186781,107.8511071,2.730394162,Rural,Moderate,-7.783375999,43.5921661,5.074221853,976.0856235,374.7860101,1.757137452,0.115435117,0.07329757,0.08159892,High
Truck,Petrol,678,1608,4.858732679,8,148936,107.1199219,2.921236454,City,Free flow,9.454699887,33.28023551,9.457718596,1008.70081,83.57233143,0.254364154,0.166530135,0.063831014,0.097735358,Low
Bus,Hybrid,700,631,2.228991385,5,288465,13.28347148,1.240625145,City,Heavy,17.77438875,69.36795277,10.70104366,993.4612775,107.7531222,1.310288846,0.186143085,0.082953918,0.062154386,Low
Truck,Electric,454,315,5.077594456,20,155154,95.66599993,3.967921252,City,Moderate,38.75024133,41.19587895,17.04381509,977.8280744,478.2751091,1.121450416,0.090342646,0.06386729,0.078981481,High
Car,Electric,724,1013,3.003438919,18,40131,53.59740832,2.482629773,City,Free flow,30.91939898,61.83092687,11.18041338,990.9642259,214.6502348,0.433633818,0.065245841,0.02865763,0.084999035,Medium
Motorcycle,Electric,88,1324,4.271259476,13,202565,38.87603194,0.035217768,Highway,Moderate,31.10327054,94.62872806,5.054309811,1046.624264,134.3118018,0.551357292,0.080683729,0.062071755,0.092163546,Low
Motorcycle,Hybrid,328,1326,1.296783632,20,135282,88.69254435,2.956703167,Highway,Free flow,1.407216229,49.91892285,10.95078228,952.1032565,380.9906778,1.088952022,0.025721718,0.091440758,0.059071017,High
Motorcycle,Petrol,567,229,4.044068488,14,245152,73.71954493,3.990297208,Highway,Heavy,-5.638264892,49.81750059,0.885689885,964.6974503,445.8597478,1.734934985,0.076575099,0.081313411,0.092701244,High
Car,Electric,726,461,3.149191929,2,251231,93.60361291,1.252333689,City,Free flow,20.15373521,77.51665234,16.68274741,951.8655168,142.9496803,1.38284515,0.106207148,0.025409958,0.058508306,Low
Motorcycle,Diesel,867,690,3.850364009,4,115663,8.919463276,0.189355047,Rural,Heavy,16.05690975,75.60766552,11.31998749,1009.339666,163.1462188,0.1521531,0.04911565,0.018402087,0.07237568,Medium
Car,Hybrid,981,1704,1.67367388,20,34851,38.23044239,4.035893278,Highway,Moderate,15.82519383,51.62314464,13.03434419,951.2936875,454.9734073,0.33977103,0.0438264,0.096309217,0.041331345,High
Car,Petrol,197,952,4.631743474,17,289009,38.31802205,4.88138358,City,Moderate,-4.54960069,6.47203489,4.018782599,995.4015976,55.92708382,1.777057206,0.07022923,0.077135585,0.098652133,Low
Truck,Petrol,293,1241,5.286544803,13,135230,39.57037107,0.382818073,City,Free flow,14.69424471,98.07869939,11.16268954,1035.919621,458.5776051,1.340000328,0.029129214,0.084463525,0.029564768,High
Car,Hybrid,393,316,1.92704696,15,121497,60.29758472,4.690184037,City,Moderate,-2.48221297,37.7320421,10.61273781,959.720499,67.66801795,0.134319405,0.103692414,0.091026701,0.033221503,Low
Truck,Electric,880,314,1.297715689,13,282716,33.96165637,1.79637206,Highway,Free flow,11.10572969,31.67064164,12.39261895,986.5174055,92.93139163,1.232677166,0.130740684,0.052023575,0.032653573,Low
Truck,Petrol,618,1403,0.922920647,8,175541,53.32603321,4.707198043,City,Moderate,-6.891868368,98.15468333,16.94840103,987.7997921,438.0239102,0.42029587,0.121789249,0.088666663,0.047889842,High
Bus,Diesel,612,894,4.138251802,14,191933,44.13331117,3.24419662,Rural,Free flow,32.84462997,87.21352169,15.29076921,986.2254264,161.788877,1.847861292,0.06324258,0.021756536,0.07912373,Medium
Bus,Electric,201,1915,3.956888988,6,18456,88.23552576,4.451221562,City,Heavy,-9.340995685,33.02166418,10.93748818,1022.746205,151.1127227,0.332597365,0.173528041,0.040503607,0.098578809,Medium
Car,Petrol,813,463,3.642826546,13,206091,72.42009548,3.929165125,Highway,Free flow,36.96615697,30.83090558,17.86806175,950.4409599,429.8578385,0.246252257,0.030844773,0.040731017,0.065588077,High
Car,Electric,76,1309,2.0061249,5,36232,78.43553188,0.139988714,Rural,Free flow,33.14459114,72.09541426,7.168366964,1027.996507,293.9871556,1.325132987,0.010296873,0.013218623,0.065580536,Medium
Car,Petrol,432,1606,2.832711179,20,67323,25.27006729,0.327212512,Highway,Heavy,27.63040363,33.43159025,9.851016401,1033.904134,207.7785525,1.606216188,0.035549937,0.026855626,0.057489248,Medium
Motorcycle,Diesel,543,1842,3.891276943,14,278236,39.06025984,2.628723026,City,Free flow,39.12752911,25.14319632,12.98868007,993.1463564,371.4044974,0.620240674,0.147549142,0.075581145,0.09118101,High
Car,Petrol,655,378,3.383187666,19,263276,2.539853713,0.648095099,Highway,Heavy,-7.309000144,97.96708469,8.815333793,1038.7157,414.3855636,0.672547924,0.159842092,0.051638385,0.039857517,High
Truck,Diesel,747,1792,5.936484705,7,208922,13.00496488,2.305171196,Rural,Free flow,22.0798553,56.57102378,7.228364274,988.1039013,438.2458855,0.777900309,0.155616831,0.063700302,0.02708881,High
Truck,Hybrid,485,1970,1.509486713,1,235253,31.80650784,4.773151493,Highway,Free flow,32.46510452,76.24976213,2.247885034,1019.472278,103.7083933,1.555035924,0.071623442,0.065376202,0.030597137,Low
Car,Electric,70,1530,4.414751681,7,219190,7.855646556,1.473786438,Rural,Free flow,-3.669145173,71.30549597,12.71798956,988.882488,312.1452513,0.59778199,0.176224665,0.028978559,0.087400511,High
Car,Hybrid,324,292,2.902457594,0,131024,72.31588804,2.444563569,City,Free flow,19.23874893,75.55259947,3.852127306,953.7843421,355.1985411,0.267487954,0.179004539,0.093386129,0.025270856,High
Motorcycle,Petrol,882,269,3.026637998,25,257075,119.7756139,1.92129815,Rural,Moderate,9.696095435,90.33899762,2.765099526,958.3426373,102.4134706,0.687426055,0.165819167,0.02259009,0.054958259,Low
Motorcycle,Petrol,192,386,4.531508381,16,228844,12.09782569,3.149134821,Highway,Free flow,11.79135567,50.07683329,3.643057848,994.2049416,324.5565542,1.935463018,0.150036778,0.010287996,0.038954049,High
Truck,Electric,165,1179,4.400667987,18,249596,98.54762552,0.969224653,Highway,Free flow,35.62620427,75.33781793,13.76960994,1049.009609,64.37228636,0.925621203,0.169803437,0.033724228,0.026500099,Low
Bus,Hybrid,366,1080,5.954531167,4,275212,14.25794967,1.299696451,Rural,Heavy,16.93257251,79.68138343,2.767184668,967.7556859,203.7068348,1.163959084,0.135079397,0.055598322,0.061495838,Medium
Truck,Diesel,559,1074,1.467650305,29,179598,80.38968226,4.293839257,Rural,Moderate,-5.336897758,94.63845855,19.52472024,1039.558196,127.4071948,1.548374691,0.193186279,0.025103736,0.086964588,Low
Motorcycle,Electric,727,1032,1.341370177,21,115729,77.17891237,4.056681119,Highway,Moderate,36.86080869,71.30967031,15.17082753,1041.939419,302.5429213,1.161203727,0.129710991,0.07960544,0.038765669,High
Bus,Electric,704,1201,4.566561849,19,76593,108.3260322,3.945948444,Highway,Free flow,-0.739441472,89.26157994,7.854694158,990.9648819,135.9917674,1.348010647,0.041376899,0.02887815,0.020777419,Low
Car,Petrol,661,1297,3.807611968,15,55041,13.67347364,3.854598047,City,Heavy,34.63184082,9.50381002,11.86565504,996.1825487,405.1148094,1.772662844,0.044697847,0.095893717,0.066069176,High
Motorcycle,Electric,684,976,2.225635466,6,230230,37.85333593,2.297187467,City,Moderate,38.54603605,12.60965939,0.152532862,1000.282044,104.5157421,0.808627133,0.091821412,0.073881279,0.076578609,Low
Motorcycle,Hybrid,390,1229,1.212980719,6,235114,10.89357124,3.644453863,Rural,Heavy,33.89187316,15.83461895,16.89063872,1027.040685,391.0230552,0.311810589,0.146697704,0.08698698,0.060315563,High
Truck,Hybrid,853,697,1.245422898,17,67562,48.8859991,1.936024089,Highway,Heavy,23.85668889,14.4813072,5.424231381,962.3724367,94.50890757,0.279478094,0.036674422,0.059339774,0.020573013,Low
Motorcycle,Electric,80,739,5.449792548,17,64046,109.3911808,0.503547901,Rural,Free flow,27.17759099,8.75188124,1.437674097,982.8637268,249.0772863,1.587028952,0.047003168,0.059805973,0.010420781,Medium
Bus,Hybrid,797,421,1.797710089,1,138161,93.78277813,1.966873208,City,Heavy,24.99336219,12.25737858,15.16237801,967.0702338,364.3404181,1.344351169,0.024662898,0.09773074,0.01776115,High
Motorcycle,Petrol,939,213,2.481532123,14,278767,86.74801205,0.793315221,Rural,Free flow,13.02621939,99.59102849,6.591633253,1037.841415,122.6606031,1.176304331,0.041827193,0.020541298,0.093042341,Low
Motorcycle,Hybrid,571,1617,1.978613292,13,274187,63.96330058,1.954258403,Highway,Heavy,3.720985937,27.21850296,11.35082316,957.0518075,388.5548119,1.866995656,0.051822964,0.062277093,0.06197905,High
Truck,Electric,566,1769,2.64598079,17,66572,106.0182891,1.487126077,Rural,Moderate,4.250136498,47.80481071,16.88063099,1024.770415,479.0350414,1.291003511,0.116123199,0.016126481,0.0435549,High
Motorcycle,Electric,807,761,1.161003982,28,86700,53.93301579,2.995803335,City,Free flow,26.55839306,82.16153695,15.51862721,993.9741166,218.0305824,0.190594957,0.083803482,0.099118479,0.026475727,Medium
Bus,Petrol,79,424,3.499110913,8,57061,17.96228005,1.807702077,City,Heavy,21.30182242,11.83046741,6.736735847,1021.460415,50.08113624,0.990439764,0.027824621,0.066768557,0.072907534,Low
Car,Diesel,74,528,1.151585331,13,117957,100.5102268,3.527948317,Highway,Heavy,19.2442017,31.73650063,17.37393173,1038.989526,264.5733209,0.508291481,0.040099461,0.017456591,0.078785884,Medium
Car,Hybrid,247,1117,4.961853841,4,268266,33.55659937,2.560733405,Rural,Moderate,22.6304419,15.92860202,7.77699829,983.9662315,456.0985021,1.280471142,0.108781863,0.035743718,0.082677782,High
Car,Petrol,944,1780,2.015302826,10,228394,6.436024923,4.597461393,City,Heavy,28.73931177,6.255611603,10.00047644,972.7001397,349.2526864,0.456616283,0.03505963,0.090193296,0.011655916,High
Truck,Hybrid,484,1596,3.608061956,7,87630,15.12456368,0.455127177,Rural,Free flow,27.41704573,96.07533806,12.2491734,1015.021859,366.4787454,1.325475642,0.148489836,0.017335858,0.079296143,High
Bus,Diesel,364,810,5.376411255,4,77228,73.08706994,3.438545943,City,Moderate,-4.73017971,85.8357836,1.419616419,1049.752583,406.6100754,1.778325992,0.028106112,0.034672553,0.024384786,High
Bus,Electric,423,1606,4.184562319,28,274198,72.84983567,3.361984388,City,Moderate,8.151752485,87.92979949,11.94327673,1022.950842,458.691667,0.246617094,0.046134129,0.055444539,0.081698554,High
Bus,Petrol,817,1377,3.57138049,10,1767,31.22198053,4.753132737,City,Heavy,3.198356839,86.86801331,11.54834482,1029.562241,106.1617924,0.592052285,0.176442269,0.098431784,0.023597424,Low
Car,Petrol,430,271,2.486535516,4,4708,87.26161775,1.857759335,Rural,Heavy,16.91193311,15.45668342,17.4698895,1012.985723,315.5942904,1.379639786,0.111378915,0.028746833,0.032041646,High
Motorcycle,Hybrid,535,1049,2.531609948,16,237729,92.83681865,1.527189849,Highway,Free flow,-6.929195881,78.49968962,7.07327746,986.8183456,450.3794467,1.451308276,0.19794218,0.08131324,0.080009209,High
Motorcycle,Hybrid,197,1631,4.281332167,21,52158,110.4603151,0.861967221,City,Free flow,28.12320237,72.78712018,4.84377356,1015.464429,399.1500743,1.214913532,0.038974405,0.04085757,0.066620633,High
Car,Hybrid,502,1930,5.969524678,3,28082,70.19249984,1.326442577,Rural,Heavy,-4.673633312,92.54153604,9.530290525,962.8550231,162.023829,0.364281459,0.024715501,0.010833689,0.01313383,Medium
Motorcycle,Diesel,130,537,4.241563787,14,34024,93.5308037,2.509453864,City,Heavy,3.570101296,21.93222723,13.74663299,998.881804,443.572858,0.561005042,0.02441556,0.080395744,0.024915223,High
Car,Petrol,999,954,3.70047377,18,285605,90.37196157,4.18856481,Rural,Free flow,29.13707526,41.40443869,11.23788475,1007.305823,182.3465667,1.823965157,0.187714993,0.054086502,0.030788924,Medium
Truck,Hybrid,483,257,4.599382653,21,5351,30.93708582,1.421433017,City,Moderate,-7.422000854,29.49285127,2.76413344,1040.674999,234.8988681,1.656539215,0.132210525,0.053191885,0.085892737,Medium
